ticker,date,open,high,low,close,volume,adjustedClose
^BVSP,23/11/2021 10:00,102124,103692,101736,103663,13032400,103663
^BVSP,24/11/2021 10:00,103652,105041,102464,104514,10466600,104514
^BVSP,25/11/2021 10:00,104514,106400,104514,105811,7890400,105811
^BVSP,26/11/2021 10:00,105810,105810,101495,102224,10969100,102224
^BVSP,29/11/2021 10:00,102227,104149,102226,102814,10283300,102814
^BVSP,30/11/2021 10:00,102814,103066,100075,101915,18195100,101915
^BVSP,01/12/2021 10:00,101916,104087,100727,100775,13762900,100775
^BVSP,02/12/2021 10:00,100785,104466,100785,104466,14846500,104466
^BVSP,03/12/2021 10:00,104467,106814,104090,105070,14581500,105070
^BVSP,06/12/2021 10:00,105070,107498,105070,106859,11127500,106859
